EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0552,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,VIA INSPECTION,VIA OPENING INSPECTION,DEPOSIT TUNGSTEN SEED
valid_0553,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FILL VIA METAL
valid_0554,DEPOSIT BARRIER METAL,MEASURE VIA CD,CLEAN AFTER VIA ETCH,DRY WAFER,CMP INTERLAYER DIELECTRIC
valid_0555,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,SHIP LOT,CLEAN PAD OPENING,FIELD PATTERN INSPECTION
valid_0556,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,MEASURE LINE WIDTH,HARD BAKE
valid_0557,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0558,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER ETCH
valid_0559,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,CURE PASSIVATION,ANNEAL OXIDE
valid_0560,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,METAL ETCH DRY
valid_0561,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,FINAL LOT RELEASE,LOT RELEASE,MEASURE PASSIVATION THICKNESS
valid_0562,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0563,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0564,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,VIA OPENING INSPECTION,VIA INSPECTION
valid_0565,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,METAL PATTERN INSPECTION,MEASURE PASSIVATION THICKNESS,FINAL LOT RELEASE
valid_0566,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER FIELD ETCH,VIA ETCH
valid_0567,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,FINAL LOT RELEASE,MEASURE PASSIVATION QUALITY
valid_0568,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0569,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0570,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,VIA ETCH,DIELECTRIC ETCH VIA
valid_0571,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0572,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,METAL ETCH DRY
valid_0573,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,CURE PASSIVATION
valid_0574,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0575,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,ANNEAL OXIDE,DEVELOP PHOTORESIST,BACKSIDE THINNING CHECK
valid_0576,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE SURFACE UNIFORMITY,DRY WAFER,DENSIFY OXIDE
valid_0577,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0578,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,METAL ETCH DRY
valid_0579,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,CURE PASSIVATION,PAD WINDOW LITHO
valid_0580,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,STRIP RESIST
valid_0581,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,METAL PATTERN INSPECTION,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY
valid_0582,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,SPIN COAT PHOTORESIST,HARD BAKE
valid_0583,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,CURE PASSIVATION,BACKSIDE THINNING CHECK
valid_0584,DEPOSIT BARRIER METAL,MEASURE VIA CD,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,DRY WAFER
valid_0585,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0586,DEPOSIT BARRIER METAL,MEASURE VIA CD,MEASURE EPITAXY THICKNESS,DEPOSIT BACKSIDE PROTECTION,DEPOSIT TUNGSTEN SEED
valid_0587,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0588,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0589,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,CURE PASSIVATION,BACKSIDE THINNING CHECK
valid_0590,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0591,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CURE PASSIVATION,CLEAN AFTER METAL ETCH,MEASURE PASSIVATION QUALITY
valid_0592,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH
valid_0593,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEVELOP PHOTORESIST
valid_0594,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,MEASURE SURFACE UNIFORMITY
valid_0595,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0596,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0597,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0598,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,METAL ETCH DRY
valid_0599,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,CURE PASSIVATION
